Máquinas e equipamentos (Página 1),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 1/2
,,,,Algarve,Algarve,Albufeira,Alcoutim,Aljezur,Castro Marim,Faro,Lagoa,Lagos
Explorações que utilizam tractores,,,expl (nº),"14,735","14,735","1,003",737,675,664,"1,407",422,585
Máquinas pertencentes à exploração,,,,,,,,,,,,
,Tractores ( de rodas e de rasto),,expl (nº),"7,148","7,148",489,126,154,161,820,130,231
,,,máq (nº),"8,232","8,232",555,144,170,209,"1,010",161,268
,,De menos de 20 c.v.,expl (nº),482,482,35,12,2,12,47,9,29
,,,máq (nº),489,489,39,12,... ,12,47,9,29
,,De 20 a menos de 34 c.v.,expl (nº),"1,653","1,653",119,23,20,34,192,33,56
,,,máq (nº),"1,680","1,680",120,23,20,35,196,34,56
,,De 34 a menos de 55 c.v.,expl (nº),"3,819","3,819",246,28,52,80,513,78,103
,,,máq (nº),"4,096","4,096",261,28,52,89,575,83,106
,,De 55 a menos de 82 c.v.,expl (nº),"1,472","1,472",111,54,77,46,140,22,50
,,,máq (nº),"1,724","1,724",127,63,82,68,180,28,55
,,De 82 a menos de 109 c.v,expl (nº),146,146,4,12,7,3,8,4,13
,,,máq (nº),173,173,5,13,9,4,9,5,17
,,De 109 c.v. e mais,expl (nº),63,63,3,3,4,1,3,2,5
,,,máq (nº),70,70,3,5,5,... ,3,... ,5
,Motocultivadores,,expl (nº),"2,051","2,051",112,79,38,64,219,47,75
,,,máq (nº),"2,090","2,090",112,82,38,65,227,48,76
,Motoenxadas (motofresas),,expl (nº),"1,478","1,478",35,70,10,91,94,7,20
,,,máq (nº),"1,500","1,500",35,71,10,91,95,7,22
,Motoceifeiras (motogadanheiras),,expl (nº),345,345,11,8,5,11,13,9,26
,,,máq (nº),363,363,11,8,5,12,13,10,29
,Electrobomba/motobomba,,expl (nº),"10,947","10,947",449,469,316,584,907,200,408
,,,máq (nº),"15,065","15,065",593,682,334,"1,074","1,235",277,438
,Distribuidores de adubos e correctivos,,expl (nº),591,591,48,4,14,17,140,8,19
,,,máq (nº),741,741,51,4,15,22,182,9,20
,Semeadores,,expl (nº),164,164,14,2,26,9,5,3,30
,,,máq (nº),178,178,16,... ,26,11,7,3,32
,Plantadores/transplantadores,,expl (nº),68,68,6,1,- ,3,5,- ,5
,,,máq (nº),79,79,7,... ,- ,4,7,- ,5
,Pulverizadores e polvilhadores,,expl (nº),"3,582","3,582",396,11,8,43,573,103,69
,,,máq (nº),"4,185","4,185",465,16,9,58,713,119,75
,Gadanheiras,,expl (nº),224,224,12,3,20,6,6,5,59
,,,máq (nº),239,239,15,3,20,6,7,7,60
,Colhedores de forragem,,expl (nº),33,33,2,1,5,4,1,3,8
,,,máq (nº),34,34,... ,... ,5,4,... ,4,8
,Enfardadeiras,,expl (nº),86,86,6,1,8,5,2,4,15
,,,máq (nº),89,89,6,... ,8,6,... ,4,15
,Ceifeiras-debulhadoras,,expl (nº),97,97,7,5,2,4,4,1,15
,,,máq (nº),111,111,9,5,... ,6,4,... ,17
,Secadores de cereais,,expl (nº),8,8,1,- ,1,- ,- ,2,1
,,,máq (nº),8,8,... ,- ,... ,- ,- ,... ,... 
,Viradores de feno,,expl (nº),50,50,5,1,2,4,- ,4,9
,,,máq (nº),52,52,5,... ,... ,5,- ,5,9
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região do Algarve."
